Tweet	subtask_a	subtask_b	subtask_c
 Tea was ready to cool my lund	Offensive	UNT	NULL
 Kangana was stupid to replace soniyala .. 🤣 domalyaca TV penalista what you 🤔	Offensive	TIN	IND
 Sort rein mouth ahetajara wandered very dull creature. Let's talk more communal support for the Marathas. ...	Offensive	TIN	IND
 Do not bring in our'S name uthasuta for the bhikaracota Kangana. A. I think ona ...	Offensive	TIN	IND
 You are talking with a man slow to hold the pot in the mouth ... 2014 to the Congress ...	Offensive	TIN	IND
 Nils ucapatya you do not want it if your game Goats Goats at Maybe you become a little more of your shorts are measured in half ...	Offensive	TIN	IND
 Abe comya seeds dickhead took no more than a press conference like ...	Offensive	TIN	IND
 Do not listen to heart bhadavya whatsapp here for hepalu. Rajaghatana state constitution to read the rules. Th ...	Offensive	TIN	IND
 Although it did not like Michael 's radataya when the rate of the opposition leaders feel yedajhaveca cry Sale	Offensive	TIN	OTH
 Office space is illegal todalam ate kanganacam and cavatalaleta salt when Ray duplicate biharyanno. victory	Offensive	TIN	OTH
 Some kind lihatana is being washed clean, like using the Surf Excel that use the word. You clean it and others ...	Offensive	UNT	NULL
 Des asking the widow	Offensive	UNT	NULL
  Hey Ray, how are you so slow hindica blandish mandabuddhimadhe you Bhaiya people in the next amp Ita ...	Offensive	TIN	OTH
 Amal But where ever go great hole lavada	Offensive	TIN	IND
 Uddhav Thackeray is brought hakkabhanga sambodhalam as singles and as chief accountant and the body of the opponent watermelon ...	Offensive	TIN	NULL
 This tapari like Michael 's palace on drinking like a cigarette done ... without anyone being awakened .🤣🤣	Offensive	UNT	NULL
 from m c b motherfucker Corporation	Offensive	TIN	GRP
 Since getting beds .... ?? The center has been set up to play with the goats all Jumbo? From the ...	Offensive	UNT	NULL
 Kangana Raut kanganala rascal said that Babar said. And if you take poison retaliation would bhunkata mouth come ...	Offensive	TIN	IND
 General incompetent	Offensive	UNT	NULL
 Goats in the forehead, is the way Chokes tujya dalindara and brokers kutrakara the past you	Offensive	TIN	IND
 Oh dalabhadri dogs and 10 years old do not try to show him innosenta photos posted ... ..	Offensive	TIN	GRP
 How do you teach me to write and tujasarakhe in Maharashtra ...	Offensive	TIN	IND
 Tujaice ball if LI is catale residents and leg wounds jhha ...	Offensive	TIN	IND
 Fool that I may work in Mumbai and wrote what I fear to speak? And not tower cikatapatti bhundyala	Offensive	TIN	IND
 And they all investigations lead to the development of general government was playing Goats ...	Offensive	TIN	GRP
 Sir, you mean lavada garlic	Offensive	TIN	IND
 Some of the most frenetic few Marathi news channel in the mouth of all the national level, except for news channels were virtually dung ...	Offensive	UNT	NULL
 I know why they do not let the stigma of the word jhavare mother wondered if you go to whores khanyata Puchi evadica is itching ...	Offensive	TIN	IND
 Goats have a brother colya	Offensive	TIN	IND
 Tyanca drainage politics scrap the government anam. There is no reason to commit suicide sapadanyasarakha what sapadataya jhata.	Offensive	TIN	GRP
 The press conference was aijhavadya? Rashmi's throats in the belt.	Offensive	TIN	IND
 But it will not be a Maratha vote dalabhadri BJP.	Offensive	TIN	GRP
 No reservation magatoya wife said, where the letter also served styled accountant and not the BJP and where it exists dalabhadri.	Offensive	TIN	IND
 Most are silent on the mouth to swallow the older dogs sayebacam lenduka exceeding the leaders by politics.	Offensive	NULL	NULL
 Seta bhencoda what you put in your mouth ... gandita hour jhinnapinga	Offensive	TIN	IND
 It is already a jhatya. Flood-affected people of vidarbhadvesa dakhavalaca by the package only 16 million. ...	Offensive	TIN	IND
 Although Mumbai is earning name fool you concentrate so much money and not having to Marathi.	Offensive	TIN	IND
 What bhadavya called bhadavya our Satara sahajavari	Offensive	TIN	IND
 Oh foolish Sanjay Raut worthless so you heat power. Mp you come ...	Offensive	TIN	IND
 Dalabhadri government. batyabola management	Offensive	TIN	GRP
 It s like Michael Bay, what party is over?	Offensive	UNT	NULL
 TRP is just good business is a priority. The first number is the same for all the rest, whose assumption fork. These people are not only common sense ...	Offensive	UNT	NULL
 Oh man, fraudulent reservation bhuratya helpless slaves to lead the government in 2014 had phadanavisa government which reserves ...	Offensive	TIN	IND
 Heavy-handed here comes the day	Offensive	TIN	IND
 BJP dalabhadri politics.	Offensive	TIN	GRP
 last song for will die one day, La La La La La will motherfucking dead dog's death in the world ...	Offensive	TIN	IND
 Now you are looking at how slow they will understand that people outside can not understand the simple benefits of reservation Maharashtra ...	Offensive	TIN	IND
 And what were the 122 and 105, but now with the ass pin but hijras and hijras ...	Offensive	UNT	NULL
 Do not be a fool if you do not talk if you do not understand Marathi.	Offensive	TIN	IND
 Chinese military presence in the eastern Ladakh on the actual tabaresejavala mukhapari. Shiga iron spears coming ...	not offensive	NULL	NULL
 Patalini of the first sleep now boca	Offensive	TIN	IND
 You worthless kid Maharaj pointed to heavy-handed and such a great insult to the Marathi bhayye support but are doing. our buffet	Offensive	TIN	IND
 Like me, he was like Michael 's sattarava	Offensive	UNT	NULL
 Even if the father is the brother of lavada garlic Mama anda bit like his uncle Goats our ...	Offensive	UNT	NULL
 Just open your eyes and say bhikaracota	Offensive	TIN	IND
 Ghalanarya buletavaruna milk ratiba man who bhikaracota up my scepter and the legislator had made it hard Pimp Ma ...	Offensive	TIN	IND
 This would mean that if the Tamil speaking people of Karnataka state ... its way up the pieces if ...	Offensive	TIN	IND
 Oh bhikaracota dogs do not work here begging you to work in his own kingdom come to Mumbai ...	Offensive	TIN	GRP
 Oh bhuratya helpless slave man fraudulent reservation alliance has reservations that the government had phadanavisa in 2014 ...	Offensive	TIN	IND
 These are heavy-handed and backward Tai altogether. This is the age of the. Do not force the cable talk	Offensive	TIN	IND
 Ram Kadam did not speak behavior ... Where bjp and Ajit Dada was mutale your mouth 🤣	Offensive	TIN	IND
 So dalabhadri beggar alliance	Offensive	TIN	GRP
 See gobarabhaktanci found padateya Jhansi Rani of God, and the shoes. Take all gobarachapa mouth Plugs kombuna on.	Offensive	TIN	IND
 Oh my opinion I do not think you have anything for me to do what I blame you and Shiva, in which he seems heavy-handed	Offensive	TIN	IND
 But now he plays with the goats.	Offensive	TIN	IND
 Some kids are mean dalabhadri nature ...	Offensive	UNT	NULL
 But his name's not like Michael 's ..	Offensive	UNT	NULL
 That is a very heavy-handed, and independent thinking people in southern India, his country, Aqua ...	Offensive	TIN	GRP
 Take his own mouth say kill this little spray. Insects die inner. And if the Urals ...	Offensive	TIN	IND
 Oh stir write Marathi know before bhadavya	Offensive	TIN	IND
 Goats of the playing time is our government?	Offensive	TIN	IND
 Bhikaracota Marathi I ...	Offensive	TIN	IND
 S like Michael to enjoy what the left? Oh man, when he is in the Merchant Navy when he does not understand that? The ...	Offensive	TIN	IND
 Hyancica may not work bhikaracota Advocacy point jharitila Fri rest of the commonplace, sir ...	Offensive	NULL	NULL
 Let's get this tweet speaks of Maharashtra Chhatrapati Shivaji to Kangana This rascal must you exactly burned	Offensive	TIN	IND
 Though her mouth she deserves it now is some bullshit like Michael 's water every day ...	Offensive	TIN	IND
 Sawant heavy Lucca There are many palupadam or servant of carpet ucalya bhikaracota lugadi wash Pappu Pappu for .........	Offensive	TIN	IND
 Nirlaljapane Sanjay Raut end of the question that the gel directly to the soldiers who guard the country's border tobacco ...	Offensive	TIN	IND
 Dalabhadri beggar condemned to be the lead government	Offensive	TIN	GRP
 That slavery has left his language Hindi film actors ever ...	Offensive	UNT	NULL
 What eventually happened ..... er movement of the bell sounds the behest of Amit saham all the kanganala security due gay ...	Offensive	UNT	NULL
 Kangana ranavata modern saints Jhansi Jhansi Rani Rachel statement should shame you view to be about dalabhadri point ...	Offensive	TIN	OTH
 Abu Azmi, Karisma Bhosle when beater from similar outrageous promises of laudaspikara of the mosque ...	Offensive	TIN	IND
 And I do not let you have what you upatalisa ?? What some say about ...	Offensive	TIN	IND
  Sita Savitri in sarahaja	Offensive	TIN	IND
 What made you come to Mumbai every year when the rains do not improve dakhavalejhata in ...	Offensive	TIN	OTH
 This is nervously naughty. Bell pull like Michael 's say I have a lot of their anger.	Offensive	TIN	IND
 Who does not know this information is spread by heavy-handed. With the Swami Raghavendra Math aradhanekarata in Bangalore every time ...	Offensive	TIN	IND
 Today, the time has come to talk about tomorrow Dawood Ibrahim devotees but against Mumbai Maharashtra are slow to speak, but Pappa Pappa ...	Offensive	TIN	GRP
 They are more dense than their leaders.	Offensive	TIN	OTH
 Consider a woman before they put the dung of your mouth. A photo of the girls who sit slippers, and threatened Don's house on the tail and c ...	Offensive	TIN	GRP
 Coronas see now ... or else they will throw dung in your mouth	Offensive	TIN	OTH
 Oh bhaktandano insipient that they will have to give consideration to the unauthorized devotees to think of even more ...	Offensive	TIN	GRP
 Well done to the people 's dalabhadri Gail Bihar.	Offensive	UNT	NULL
 Binabudace und devotee mood .. but knew not to speak with devotion ... f b ........	Offensive	TIN	GRP
 Before slowing to answer my question ... Madan Sharma, who was?	Offensive	TIN	IND
 The first is self-cleaning array of Chic boca know what's competence lavadutujhi	Offensive	TIN	IND
 If you keep taking action everywhere if you do kanganaca but stay in Mumbai Mumbai mahanagarapalikane people jhatu ...	Offensive	TIN	GRP
 Minister of state water watch Parbhani dalabhadri if you go ..	Offensive	TIN	IND
 Ram Kadam wrong word, in behavior if not done .. the BJP and Ajit Dada was what Mutlu mouth when ... ...	Offensive	TIN	IND
 Tittle ray dya eat our reservation was canceled and your brother, your mother's milk due to kelam I khave Chu ...	Offensive	TIN	IND
 What does aighalya phone. Hijra before displaying your worthless.	Offensive	TIN	IND
 Not able to do all the rest, we do not wise slow	Offensive	TIN	IND
 I jhavadya	Offensive	TIN	IND
 bc What s like Michael ... What's been ..	Offensive	UNT	NULL
 Hitler's work Hitch TV serial colya 🤣 of the BJP fell hijadya	Offensive	TIN	IND
 The widow of the spokes is so full of s bc, who is starting to complain, but he saw something moving toward what just Ganda dhande	Offensive	UNT	NULL
 It is very important in any succesful disanam beautiful relationship ...? 🤐🤐	not offensive	NULL	NULL
 Read asses. And I tell you, Madam, and the Chinese Communist Party in 2008, what pappune agreement ...	Offensive	TIN	IND
 Lund Fakir	Offensive	UNT	NULL
 What was playing with the goats when you and your party? Ray vaghya are not Hindu ...	Offensive	TIN	IND
 A partial wonder what you put rubbish? How many districts of Vidarbha ...	Offensive	TIN	IND
 What Ray does not think you should sit to scratch the TV serial party you have sepharala too. What changes amirakhana's wife ...	Offensive	TIN	IND
 I give you my name, says the widow Oh pok pok not for people moving to arrange trips in India W ...	Offensive	TIN	IND
 Now who exactly is the pig?	Offensive	UNT	NULL
 Do not worry too much about what's gone Maratha understand themselves what the situation has been stepped up boca will be broken bamboo ...	Offensive	TIN	IND
 If the goats are large forehead javaisodha lavalata andabhakta suit you ..... ....	Offensive	TIN	IND
 This is much more sensible ... Deshmukh will be the agency of Ba ... kanganala will be in Mumbai ... of boca	Offensive	TIN	IND
 Phopata Goats head cap is loose parrot	Offensive	TIN	IND
 Buddhicaturya that is used to slow the forthcoming young girls who are unemployed today's waste sukhavela Prime Minister ...	Offensive	UNT	NULL
 The BJP MLA was sleeping at the time were removed from the curse of the Pacific military nurse patnibaddala Ray fool ...	Offensive	TIN	IND
